"unitid","institution_name","percent_of_undergraduate_students_awarded_federal_state_local_institutional_or_other_sources_of_grant_aid","average_amount_of_federal_state_local_institutional_or_other_sources_of_grant_aid_awarded_to_undergraduate_students","percent_of_undergraduate_students_awarded_pell_grants","average_amount_pell_grant_aid_awarded_to_undergraduate_students","percent_of_undergraduate_students_awarded_federal_student_loans","average_amount_of_federal_student_loans_awarded_to_undergraduate_students","average_net_price_students_awarded_grant_or_scholarship_aid","average_net_price_income_0_30_000_students_awarded_title_iv_federal_financial_aid","average_net_price_income_over_110_000_students_awarded_title_iv_federal_financial_aid","published_in_state_tuition_and_fees","published_out_of_state_tuition_and_fees","off_campus_not_with_family_room_and_board","on_campus_room_and_board","total_price_for_in_state_students_living_on_campus","total_price_for_out_of_state_students_living_on_campus","total_price_for_in_state_students_living_off_campus_not_with_family","total_price_for_out_of_state_students_living_off_campus_not_with_family","gradrate_ba_6yrs_total","gradrate_ba_6yrs_men","gradrate_ba_6yrs_women","gradrate_ba_6yrs_black_non_hispanic","gradrate_ba_6yrs_hispanic","gradrate_ba_6yrs_white_non_hispanic","pell_grant_recipients_overall_graduation_rate_within_150_percent_of_normal_time","subsidized_stafford_loan_recipients_not_receiving_pell_grants_overall_graduation_rate_within_150_percent_of_normal_time","did_not_receive_pell_grants_or_subsidized_stafford_loans_overall_graduation_rate_within_150_percent_of_normal_time","historically_black_college_or_university","sector_of_institution","institutional_category","degree_of_urbanization_urban_centric_locale","carnegie_classification_2018_size_and_setting","full_time_retention_rate","part_time_retention_rate","undergraduate_enrollment","percent_of_undergraduate_enrollment_that_are_black_or_african_american","percent_of_undergraduate_enrollment_that_are_hispanic/latino","percent_of_undergraduate_enrollment_that_are_white","percent_of_undergraduate_enrollment_that_are_women","endowment_assets_year_end_per_fte_enrollment","number_of_branches_and_independent_libraries","all_programs_offered_completely_via_distance_education","percent_of_undergraduate_students_enrolled_exclusively_in_distance_education_courses","endowment_total","finances_spent_research","finances_spent_student_services","finances_spent_public_service","finances_spent_academic_support","finances_spent_instruction","revenue_total"
216694,"Waynesburg University",96,15874,36,4332,83,9539,NA,NA,NA,24820,24820,7580,10160,37000,37000,35000,35000,66,66,67,43,50,67,64,60,76,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",78,NA,1330,4,2,86,57,NA,0,"No",2,49030728,0,6088275,0,3836147,15669696,38146021
197221,"Webb Institute",100,50576,3,4428,14,4435,NA,NA,NA,50175,50175,NA,15050,70825,70825,NA,NA,73,65,100,NA,0,74,50,60,80,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, very small, highly residential",100,NA,104,0,2,81,24,NA,0,"No",0,75735266,0,747092,0,696628,2573411,9279880
138293,"Webber International University",96,15979,49,4797,66,6576,NA,NA,NA,26116,26116,8684,9150,41394,41394,40928,40928,26,21,41,11,38,23,13,19,61,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Fringe","Four-year, very small, highly residential",49,NA,613,32,13,34,26,NA,0,"No",2,5572050,0,5892297,0,415340,2084545,14306091
230782,"Weber State University",37,4809,23,4360,18,6669,11224,9790,15537,5859,15646,8400,8400,20511,30298,20511,30298,31,26,36,26,18,36,24,28,44,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily nonresidential",65,43,27465,1,11,75,55,8688,1,"No",10,148951628,1021463,27532533,2340745,30360365,111329601,305441455
179894,"Webster University",76,15686,33,4195,52,7027,NA,NA,NA,27900,27900,9448,11050,45762,45762,46728,46728,59,59,59,52,48,62,54,56,67,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, primarily residential",78,25,3058,15,6,62,55,NA,0,"No",11,136792269,0,20364020,1241782,39781316,67702004,155237320
220206,"Welch College",74,9504,32,4263,37,6484,NA,NA,NA,19012,19012,6900,7714,34726,34726,34812,34812,43,56,34,25,50,46,36,100,46,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Fringe","Four-year, very small, highly residential",64,71,375,4,3,85,55,NA,NA,"No",8,2838686,0,884318,0,617787,1656004,8281077
168218,"Wellesley College",58,49685,21,4884,24,4282,NA,NA,NA,53732,53732,2050,16468,72250,72250,57582,57582,92,NA,92,100,87,93,90,92,93,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",96,NA,2534,6,13,36,98,NA,2,"No",0,2105212000,12501000,41893000,0,24501000,93475000,294157000
197230,"Wells College",97,33382,51,4786,85,6764,NA,NA,NA,40700,40700,14500,14100,56650,56650,57050,57050,60,52,65,46,50,64,62,73,43,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Distant","Four-year, very small, highly residential",70,NA,471,15,14,57,64,NA,0,"No",0,37184815,0,3762535,0,1741176,4754040,22003783
168227,"Wentworth Institute of Technology",84,14348,23,4533,60,6534,NA,NA,NA,33950,33950,14190,14190,53390,53390,53390,53390,66,64,74,47,49,66,60,71,66,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, medium, highly residential",83,25,4341,6,6,62,22,NA,0,"No",3,112633959,0,19922143,0,4495904,55546961,137360137
131098,"Wesley College",95,13166,53,4626,82,9881,NA,NA,NA,26406,26406,11442,11442,42248,42248,42248,42248,31,25,39,27,19,45,29,37,33,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, highly residential",59,NA,1229,41,7,37,55,NA,0,"No",0,3281329,0,4880668,0,1101224,10954655,25924632
141325,"Wesleyan College",82,15329,36,5045,45,7266,NA,NA,NA,23000,23000,9960,9860,34860,34860,34960,34960,52,NA,52,44,20,45,39,36,72,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, very small, highly residential",78,50,725,33,6,44,92,NA,0,"No",3,59959209,0,3015336,361428,1113656,7877421,18250342
130697,"Wesleyan University",43,50586,18,4782,24,4699,NA,NA,NA,54944,54944,NA,15060,72669,72669,NA,NA,89,87,92,85,97,90,89,90,89,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, medium, highly residential",96,NA,3009,7,12,53,55,NA,1,"No",0,1065219000,10216000,18411000,0,14472000,98424000,249672000
216764,"West Chester University of Pennsylvania",47,6334,26,4376,60,6517,19348,16531,25559,10412,22236,12942,12942,27074,38898,27074,38898,75,71,77,58,60,78,66,75,80,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, large, primarily residential",84,60,14567,11,6,75,59,2954,1,"No",1,41124238,2794788,24418915,2326556,44305018,122879949,322324955
477039,"West Coast University-Dallas",77,8719,66,4910,89,9620,NA,NA,NA,26635,26635,7240,NA,NA,NA,41683,41683,0,0,0,NA,NA,0,0,0,NA,"No","Private for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, very small, primarily nonresidential",NA,NA,792,32,20,24,86,NA,0,"No",0,NA,NA,NA,NA,NA,NA,NA
443331,"West Coast University-Los Angeles",58,7450,52,4826,88,9708,NA,NA,NA,34835,34835,7590,NA,NA,NA,50553,50553,17,0,22,NA,NA,0,11,33,NA,"No","Private for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, primarily nonresidential",67,NA,1991,4,24,32,78,NA,0,"No",0,NA,NA,NA,NA,NA,NA,NA
458229,"West Coast University-Ontario",61,7637,57,4888,91,9964,NA,NA,NA,34835,34835,7590,NA,NA,NA,50553,50553,60,33,78,0,NA,80,43,75,NA,"No","Private for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, small, primarily nonresidential",58,NA,1671,6,13,31,76,NA,0,"No",0,NA,NA,NA,NA,NA,NA,NA
458210,"West Coast University-Orange County",58,6680,47,4455,85,9307,NA,NA,NA,34835,34835,7590,NA,NA,NA,50553,50553,36,50,31,NA,50,29,31,43,50,"No","Private for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, small, primarily nonresidential",92,NA,2514,4,24,21,77,NA,1,"No",0,NA,NA,NA,NA,NA,NA,NA
237932,"West Liberty University",69,8707,39,4556,57,8969,13980,12018,18830,7680,15620,6990,9406,23302,31242,20886,28826,47,37,53,35,20,48,44,64,10,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Fringe","Four-year, small, highly residential",72,0,2225,3,1,71,63,6668,0,"No",1,13080711,604405,2340319,0,2255927,12949253,41291080
229814,"West Texas A & M University",66,6144,38,4397,47,7793,12982,8730,17992,7935,9304,8582,7496,21285,22654,22371,23740,44,35,51,15,42,48,37,38,52,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Fringe","Four-year, medium, primarily residential",67,53,7376,5,30,57,58,11366,0,"No",18,88712511,4464816,13694779,4122397,14716504,42224640,243339594
237899,"West Virginia State University",43,7353,26,4650,32,8470,9657,11886,17848,8212,17666,9022,12366,24585,34039,22231,31685,29,27,32,25,NA,32,25,39,33,"Yes","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Midsize","Four-year, small, primarily nonresidential",55,22,3571,8,1,75,59,5974,0,"No",11,7072900,5904608,1995046,4171556,1664121,16474932,48693716
238032,"West Virginia University",70,9465,24,4544,49,6070,12743,9213,16668,8856,24950,8340,10918,23294,39388,20716,36810,59,55,63,44,48,61,49,56,65,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily nonresidential",76,27,21155,4,4,80,49,25154,5,"No",5,671533630,134324969,42307404,60920922,48715469,346206816,1118413852
237950,"West Virginia University Institute of Technology",62,8610,32,4688,35,5929,10502,8142,14443,7464,18648,8340,11390,22374,33558,19324,30508,34,35,31,11,67,31,26,36,44,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, primarily residential",56,24,1755,6,3,77,46,10519,0,"No",25,NA,NA,NA,NA,NA,NA,NA
237969,"West Virginia Wesleyan College",99,25962,36,4689,67,6787,NA,NA,NA,31640,31640,4000,8856,46561,46561,41705,41705,49,42,55,17,50,55,35,56,59,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, small, highly residential",70,NA,1180,10,3,75,54,NA,1,"No",1,50310418,0,6217915,0,2657420,8354280,32791625
200004,"Western Carolina University",65,5476,38,4499,55,6103,12965,9188,17816,3926,7926,10782,10103,17705,21705,18384,22384,62,59,64,67,58,62,59,55,67,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, medium, primarily residential",80,33,10027,5,7,79,55,8046,0,"No",15,82013023,3042487,13560094,3935642,20209419,80059259,301607277
128391,"Western Colorado University",71,6714,21,4390,40,7261,17328,13018,21264,10114,21586,11547,9635,24073,35545,25985,37457,48,42,57,43,33,51,43,48,52,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, small, highly residential",70,0,2606,2,14,63,44,7859,0,"No",0,17477389,517231,7461750,580495,3894877,24367809,67375839
130776,"Western Connecticut State University",58,5402,34,4401,55,8413,18110,17431,21341,10859,23367,13072,13072,27481,39989,27481,39989,49,42,53,39,53,49,46,47,53,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, medium, primarily residential",74,41,5028,10,19,60,52,4520,1,"No",1,19135115,1239009,21926424,520639,13172473,67830655,151902067
433387,"Western Governors University",37,4308,34,4034,47,5861,NA,NA,NA,6670,6670,6000,NA,NA,NA,13870,13870,29,32,27,0,0,39,16,57,23,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, large, primarily nonresidential",NA,NA,88921,9,10,70,64,NA,0,"Yes",100,NA,0,78647936,0,212243134,275879890,806169102
149772,"Western Illinois University",84,8773,49,4786,66,7635,15802,13942,20758,12951,12951,9630,9630,25997,25997,27637,27637,46,43,50,28,45,58,37,51,57,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, medium, highly residential",65,33,6754,21,13,59,52,8081,4,"No",8,55788192,5846163,25061220,15103048,20506387,96134009,229675085
157951,"Western Kentucky University",78,7033,29,4332,41,6590,12174,11714,14956,10512,26280,8343,8343,21840,37608,23495,39263,53,50,56,27,38,57,29,41,62,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",71,26,17030,8,4,79,59,1018,3,"No",14,16238202,8267482,39954781,17935462,25247699,142270055,332992431
172699,"Western Michigan University",57,9478,32,4917,57,7050,17028,13021,24219,12483,15373,10143,10143,26009,28899,26009,28899,53,50,55,35,38,58,41,55,64,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",80,33,17760,11,7,69,49,21442,3,"No",4,408264116,19499964,24780880,10008895,63688767,223116381,597920175
168254,"Western New England University",92,20239,27,4539,78,6613,NA,NA,NA,36804,36804,9730,13590,53759,53759,51139,51139,60,56,67,44,64,61,53,61,66,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, medium, highly residential",78,67,2751,4,9,74,37,NA,1,"No",1,67027092,0,16808715,0,13890021,41284514,109250618
188304,"Western New Mexico University",65,7400,46,4539,39,7490,11909,12306,NA,6066,13539,10500,10500,22454,29927,22454,29927,23,22,25,14,25,14,19,20,48,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Remote","Four-year, small, primarily nonresidential",64,18,2245,5,44,23,64,6283,0,"No",24,12241921,359214,3260892,2720719,2422266,17447569,50293871
210429,"Western Oregon University",62,7139,39,4328,73,4759,15896,17816,21999,10197,26421,10389,10389,24315,40539,24315,40539,40,35,44,28,43,40,41,45,36,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Fringe","Four-year, medium, primarily residential",69,19,4576,4,17,59,62,4022,1,"No",2,15608168,860092,7855871,385620,10844434,42249770,115774991
237011,"Western Washington University",51,8099,25,4302,38,6029,17728,9743,22069,8126,23540,11466,11466,24077,39491,24077,39491,68,64,72,55,64,70,62,66,72,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, large, primarily residential",81,64,15170,2,9,70,57,6153,2,"No",1,85226097,8427275,27254599,0,18600206,155593179,335080920
168263,"Westfield State University",53,5820,32,4396,63,6380,17149,12672,23002,10429,16509,10948,10948,25120,31200,25120,31200,63,60,66,43,59,65,55,66,68,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, highly residential",75,50,5382,5,11,74,55,1871,0,"No",8,9274245,0,17825642,708496,16336210,54954318,130913406
230807,"Westminster College",93,20766,28,4758,44,6749,NA,NA,NA,34000,34000,8690,9524,48264,48264,48275,48275,61,55,65,50,62,59,58,60,62,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Midsize","Four-year, small, primarily residential",82,33,1968,2,12,70,60,NA,1,"No",0,82626679,0,13608812,8089,7720629,27602762,60208482
216807,"Westminster College",98,28100,34,4664,77,6458,NA,NA,NA,36806,36806,11130,11130,50186,50186,50186,50186,73,74,72,33,50,75,66,72,88,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Fringe","Four-year, small, highly residential",77,NA,1198,5,2,69,53,NA,0,"No",0,123411062,0,9076848,0,5169221,12906515,42393069
179946,"Westminster College",100,19127,35,4444,85,6597,NA,NA,NA,27600,27600,10140,10140,42630,42630,42630,42630,58,52,65,13,50,60,48,56,65,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, very small, highly residential",76,NA,717,8,3,71,44,NA,0,"No",0,51800600,0,4562570,0,2222476,5569806,21547765
125727,"Westmont College",95,27668,19,4469,54,6308,NA,NA,NA,45304,45304,8550,14296,62600,62600,57754,57754,75,71,77,25,66,73,80,76,71,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Midsize","Four-year, small, highly residential",82,NA,1277,1,18,58,61,NA,0,"No",0,83998598,444542,10613820,24385,4695045,24225394,61705002
149781,"Wheaton College",79,18259,21,4501,49,6220,NA,NA,NA,36420,36420,10180,10180,49300,49300,49300,49300,87,83,90,82,76,88,79,82,92,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",92,NA,2401,3,6,72,55,NA,2,"No",0,489131245,1035000,28490000,5554000,13635000,44139000,166606119
168281,"Wheaton College (Massachusetts)",97,33751,21,4647,71,6534,NA,NA,NA,52626,52626,13424,13424,68050,68050,68050,68050,78,73,81,77,78,78,83,78,76,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",87,NA,1760,5,8,65,61,NA,0,"No",0,211880928,323865,14767712,0,5395893,31022707,80584770
238078,"Wheeling University",85,21977,35,4548,68,8321,NA,NA,NA,29290,29290,5000,9900,42290,42290,36790,36790,56,51,59,40,60,56,49,55,61,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, very small, highly residential",68,NA,861,11,3,68,46,NA,0,"No",6,13853492,935373,7237470,0,1433927,7626783,26907917
237057,"Whitman College",78,27833,12,4600,40,5824,NA,NA,NA,52764,52764,13118,13118,68082,68082,68082,68082,87,85,89,100,89,87,89,86,88,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Small","Four-year, small, highly residential",90,NA,1475,2,7,65,57,NA,0,"No",0,561009957,679466,14746293,2500,12905673,32979049,99213043
125763,"Whittier College",95,31547,36,4916,69,6723,NA,NA,NA,48086,48086,9000,13742,63828,63828,59586,59586,66,62,69,63,67,63,62,66,69,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",76,100,1732,5,51,26,58,NA,0,"No",0,116996312,914813,14892572,0,4041970,25445684,68861150
237066,"Whitworth University",94,29255,30,4614,56,6747,NA,NA,NA,43640,43640,9864,11496,59350,59350,57718,57718,79,77,80,89,59,80,72,80,81,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, small, highly residential",82,0,2370,2,10,68,61,NA,0,"No",0,151179044,1407078,15239065,1254822,7487531,28807523,86718294
156125,"Wichita State University",64,4880,33,4212,45,7511,13849,11642,17634,8270,17452,10327,11252,24042,33224,23117,32299,47,43,50,30,38,48,35,51,55,"No","Public, 4-year or above","Degree-granting, primarily baccalaureate or above","City: Large","Four-year, large, primarily nonresidential",73,36,13006,6,12,58,55,23952,2,"No",16,264339000,88696689,39636699,31165250,36252536,93982704,357529949
216852,"Widener University",83,28479,21,4569,65,7032,NA,NA,NA,45948,45948,8190,14446,63422,63422,57796,57796,63,57,68,41,47,68,55,63,72,"No","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Suburb: Large","Four-year, medium, highly residential",78,0,3367,13,5,71,57,NA,3,"No",6,91760452,764710,19659009,515961,14175596,68530560,167384611
206491,"Wilberforce University",91,10182,85,5088,83,7255,NA,NA,NA,13250,13250,6650,7000,23250,23250,22900,22900,18,15,21,17,0,NA,20,0,0,"Yes","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Rural: Fringe","Four-year, very small, highly residential",39,5,657,97,0,1,56,NA,0,"No",0,8193613,0,3846006,0,704660,2758839,16891243
229887,"Wiley College",86,9712,74,5076,67,7386,NA,NA,NA,12306,12306,7194,7338,23906,23906,23819,23819,26,19,33,27,19,0,0,0,38,"Yes","Private not-for-profit, 4-year or above","Degree-granting, primarily baccalaureate or above","Town: Distant","Four-year, small, highly residential",39,NA,1003,76,5,5,57,NA,0,"No",8,7165162,38444,4136490,117639,1659475,5583333,18827647
